       2229.0897      -8.6581896      0.50753107       62670.914
       2229.0911      -7.9689494      0.50684444       62670.914
       2229.0925      -8.2379014      0.50612056       62670.914
       2229.0938      -8.3668612      0.50527440       62670.914
       2229.0952      -8.7294946      0.50461263       62670.914
       2229.0966      -8.3755251      0.50392110       62670.914
       2229.0980      -8.0573327      0.50320580       62670.914
       2229.0994      -8.2734292      0.50247906       62670.914
       2229.1008      -8.7455756      0.50172429       62670.914
       2229.1022      -8.1116217      0.50117790       62670.914
       2229.1036      -8.1679053      0.50060464       62670.914
       2229.1050      -7.9636514      0.49982659       62670.914
       2229.1063      -8.0988442      0.49915749       62670.914
       2229.1077      -8.6707801      0.49852269       62670.914
       2229.1091      -8.5446875      0.49772555       62670.914
       2229.1105      -9.1331408      0.49692930       62670.914
       2229.1119      -8.6982051      0.49636103       62670.914
       2229.1133      -8.7451393      0.49597993       62670.914
       2229.1147      -7.7631995      0.49554782       62670.914
       2229.1161      -8.7865261      0.49464435       62670.914
       2229.1175      -7.9812283      0.49413083       62670.914
       2229.1188      -8.4119255      0.49361810       62670.914
       2229.1202      -8.9560002      0.49280374       62670.914
       2229.1216      -9.3744808      0.49222579       62670.914
       2229.1230      -7.4594053      0.49206607       62670.914
       2229.1244      -8.1902193      0.49128689       62670.914
       2229.1258      -7.1819141      0.49095610       62670.914
       2229.1272      -9.1691672      0.49015093       62670.914
       2229.1286      -8.0881858      0.48992952       62670.914
       2229.1300      -8.5903127      0.48918284       62670.914
       2229.1313      -8.0603868      0.48861874       62670.914
       2229.1327      -8.4448355      0.48818061       62670.914
       2229.1341      -8.6292063      0.48758717       62670.914
       2229.1355      -8.4816100      0.48708086       62670.914
       2229.1369      -9.0898841      0.48668939       62670.914
       2229.1383      -8.8767793      0.48614068       62670.914
       2229.1397      -9.2321201      0.48546866       62670.914
       2229.1411      -8.6514580      0.48507156       62670.914
       2229.1425      -9.2846639      0.48464907       62670.914
       2229.1438      -8.6690972      0.48418038       62670.914
       2229.1452      -8.9526967      0.48362973       62670.914
       2229.1466      -9.4230978      0.48315294       62670.914
       2229.1480      -10.045209      0.48259052       62670.914
       2229.1494      -9.2920188      0.48227872       62670.914
       2229.1508      -9.3441886      0.48172210       62670.914
       2229.1522      -9.3421318      0.48140677       62670.914
       2229.1536      -9.6409396      0.48088002       62670.914
       2229.1550      -9.6595762      0.48056152       62670.914
       2229.1563      -9.8560389      0.47988274       62670.914
       2229.1577      -9.5890191      0.47951418       62670.914
       2229.1591      -9.4207917      0.47923120       62670.914
       2229.1605      -9.2128603      0.47879134       62670.914
       2229.1619      -9.2454586      0.47838142       62670.914
       2229.1633      -9.0952444      0.47799204       62670.914
       2229.1647      -8.4071885      0.47768721       62670.914
       2229.1661      -9.8838379      0.47697261       62670.914
       2229.1675      -9.2920188      0.47678903       62670.914
       2229.1688      -9.0761092      0.47634667       62670.914
       2229.1702      -10.138516      0.47581598       62670.914
       2229.1716      -10.332050      0.47541069       62670.914
       2229.1730      -9.1160001      0.47526637       62670.914
       2229.1744      -9.4194827      0.47490554       62670.914
       2229.1758      -9.5435185      0.47443944       62670.914
       2229.1772      -9.0767949      0.47413184       62670.914
       2229.1786      -10.236436      0.47360934       62670.914
       2229.1800      -9.8913174      0.47330713       62670.914
       2229.1813      -9.3837056      0.47308490       62670.914
       2229.1827      -9.0803476      0.47275882       62670.914
